Unnamed..0,ville_principale,Code,Libellé,loyer_m2,logements_vacants,med_revenu,jeunes,densite_pop,nouveaux_menages,beneficiaires_rsa,metropole,si_paris,temps_tgv_paris,dist_metropole,temps_trajet,dist_metropole2,temps_transit
177,Lille,59352,Linselles,13.1,3.9,25380.0,7.2,700.17,8.5,39.4,0,0,60,19.346,23.9333333333333,17.021,63.03333333333333
178,Lille,59088,Bois-Grenier,13.1,7.6,29050.0,6.9,249.03,10.2,23.0,0,0,60,16.566,17.7,24.488,84.81666666666666
179,Lille,59360,Loos,13.5,7.5,19610.0,14.7,3287.57,16.2,116.7,0,0,60,4.114,9.4,7.305,35.0
180,Lille,59367,Lys-lez-Lannoy,13.1,4.9,22400.0,8.1,4179.7,10.9,103.8,0,0,60,16.379,20.7333333333333,21.115,60.78333333333333
181,Lille,59368,La Madeleine,14.7,8.7,25270.0,8.9,8031.43,15.8,73.8,0,0,60,4.932,10.1166666666667,6.16,24.883333333333333
182,Lille,59371,Le Maisnil,13.9,4.2,34170.0,6.1,179.43,8.1,0.0,0,0,60,15.388,18.1166666666667,23.413,68.86666666666666
183,Lille,59378,Marcq-en-Barœul,14.8,6.2,29490.0,7.2,2811.14,12.2,56.9,0,0,60,8.034,14.9,9.656,43.81666666666667
184,Lille,59386,Marquette-lez-Lille,13,3.6,24500.0,7.8,2288.37,10.0,79.1,0,0,60,13.577,17.3833333333333,10.855,45.46666666666667
185,Lille,59388,Marquillies,12.3,5.1,26720.0,5.6,287.25,7.0,31.3,0,0,60,19.514,20.5333333333333,21.264,60.71666666666667
186,Lille,59410,Mons-en-Barœul,13.4,6.4,19570.0,10.7,7402.41,10.3,139.1,0,0,60,4.321,10.4333333333333,5.336,21.616666666666667
187,Lille,59421,Mouvaux,14.3,5.6,29430.0,6.5,3136.43,8.1,48.5,0,0,60,11.658,19.0,18.9,59.63333333333333
188,Lille,59426,Neuville-en-Ferrain,13,3.1,25120.0,7.3,1638.71,6.6,33.3,0,0,60,19.527,21.05,24.367,66.33333333333333
189,Lille,59437,Noyelles-lès-Seclin,13,4.6,28500.0,7.9,352.08,6.2,30.9,0,0,60,9.085,18.6333333333333,8.654,45.916666666666664
190,Lille,59457,Pérenchies,13.2,4.0,23810.0,8.3,2839.67,11.4,56.7,0,0,60,16.444,18.8166666666667,20.084,43.28333333333333
191,Lille,59458,Péronne-en-Mélantois,13.3,7.9,30020.0,7.5,912.73,15.0,0.0,0,0,60,15.405,18.8,14.641,50.483333333333334
192,Lille,59470,Prémesques,13.1,2.8,28490.0,7.3,403.92,8.7,19.0,0,0,60,13.586,16.5333333333333,15.437,44.733333333333334
193,Lille,59477,Provin,11.4,6.0,22130.0,8.1,1314.41,11.2,60.2,0,0,60,287.786,27.0,294.302,198.46666666666667
194,Lille,59482,Quesnoy-sur-Deûle,12.5,4.5,25610.0,7.9,480.56,9.6,81.5,0,0,60,19.36,24.9,14.115,58.18333333333333
195,Lille,59487,Radinghem-en-Weppes,13.9,4.6,31950.0,5.7,204.85,6.4,17.9,0,0,60,14.028,17.0833333333333,20.855,59.65
196,Lille,59507,Ronchin,13.4,4.4,22130.0,9.4,3599.44,11.7,133.9,0,0,60,3.447,9.68333333333333,4.537,17.316666666666666
197,Lille,59508,Roncq,13.1,3.3,25280.0,8.0,1300.38,10.0,50.9,0,0,60,16.483,19.95,17.231,59.21666666666667
198,Lille,59512,Roubaix,12.5,9.9,14580.0,11.7,7491.82,14.1,380.9,0,0,60,13.542,19.3,15.212,46.86666666666667
199,Lille,59522,Sailly-lez-Lannoy,13.3,3.2,29860.0,7.0,442.95,18.0,29.0,0,0,60,14.341,18.4166666666667,22.512,66.25
200,Lille,59523,Sainghin-en-Mélantois,13.6,5.9,31510.0,5.4,271.24,9.0,39.1,0,0,60,10.428,13.9666666666667,14.88,53.05
201,Lille,59524,Sainghin-en-Weppes,12.2,6.4,24770.0,7.4,732.6,9.3,30.0,0,0,60,17.274,17.8833333333333,24.418,56.46666666666667
202,Lille,59527,Saint-André-lez-Lille,14.4,3.8,24610.0,8.1,4044.38,12.9,73.8,0,0,60,7.939,14.8833333333333,5.577,21.6
203,Lille,59550,Salomé,12.6,6.8,22610.0,6.4,586.73,10.9,59.3,0,0,60,22.571,22.5833333333333,22.782,55.016666666666666
204,Lille,59553,Santes,13.1,2.9,26460.0,7.4,744.74,9.3,25.8,0,0,60,12.676,18.2166666666667,12.053,47.11666666666667
205,Lille,59560,Seclin,13,5.1,22460.0,8.0,737.59,10.0,127.3,0,0,60,15.885,19.1,13.847,61.9
206,Lille,59566,Sequedin,13.1,5.5,25180.0,10.7,1221.03,14.7,25.6,0,0,60,10.657,14.9,14.483,50.75
207,Lille,59585,Templemars,12.9,4.6,26250.0,7.3,790.22,11.5,61.0,0,0,60,10.165,13.4833333333333,7.546,35.833333333333336
208,Lille,59598,Toufflers,13,5.1,25270.0,7.1,1629.17,7.3,29.2,0,0,60,16.371,19.4666666666667,17.42,55.6
209,Lille,59599,Tourcoing,12.4,9.0,18300.0,9.7,6513.88,12.8,210.7,0,0,60,15.929,22.5666666666667,20.851,56.516666666666666
210,Lille,59602,Tressin,13.5,3.5,29900.0,7.6,734.21,8.6,17.5,0,0,60,12.062,17.1666666666667,15.639,55.68333333333333
211,Lille,59609,Vendeville,13.5,5.0,29430.0,6.7,594.62,9.9,38.0,0,0,60,8.428,10.7833333333333,9.514,48.38333333333333
212,Lille,59611,Verlinghem,13.6,3.6,30870.0,7.3,264.65,9.2,20.5,0,0,60,18.554,19.75,14.972,53.483333333333334
213,Lille,59636,Wambrechies,13.8,5.1,26900.0,6.2,696.65,9.2,42.8,0,0,60,13.889,17.3666666666667,8.9,31.5
214,Lille,59643,Warneton,12.2,3.9,23690.0,3.8,55.71,4.2,0.0,0,0,60,27.531,29.4166666666667,32.689,88.76666666666667
215,Lille,59646,Wasquehal,14.3,5.5,25910.0,7.9,3019.71,12.7,59.9,0,0,60,9.019,15.8833333333333,10.969,31.35
216,Lille,59648,Wattignies,13.3,4.9,21990.0,10.1,2465.24,11.7,130.7,0,0,60,5.583,15.1833333333333,6.383,31.016666666666666
217,Lille,59650,Wattrelos,12.8,3.3,19450.0,8.4,3047.46,8.2,155.7,0,0,60,16.206,22.5,18.255,53.733333333333334
218,Lille,59653,Wavrin,12.2,4.8,23980.0,7.3,571.54,8.2,55.7,0,0,60,16.84,17.75,25.082,65.85
219,Lille,59656,Wervicq-Sud,13.3,3.3,23810.0,7.6,1039.02,10.0,45.4,0,0,60,24.471,29.4666666666667,22.715,73.96666666666667
220,Lille,59658,Wicres,12.3,6.4,27320.0,5.7,194.29,9.1,0.0,0,0,60,19.258,19.6166666666667,27.052,62.43333333333333
221,Lille,59660,Willems,13,5.0,25680.0,7.8,516.55,8.7,46.5,0,0,60,19.877,21.85,19.97,59.6
222,Lille,59670,Don,12.1,5.8,24970.0,7.6,613.91,11.1,11.2,0,0,60,19.34,21.4,23.031,53.31666666666667
223,Lille,59332,Lannoy,12.9,7.8,19710.0,9.1,9000.0,15.4,121.1,0,0,60,15.372,19.05,15.717,50.9
224,Lille,59356,Lompret,13.8,5.5,34540.0,6.6,703.87,6.7,7.6,0,0,60,15.865,17.6333333333333,13.919,55.63333333333333
225,Lyon,69003,Albigny-sur-Saône,14,7.9,27080.0,6.6,1150.38,12.8,73.9,0,0,115,15.633,29.25,18.298,48.81666666666667
226,Lyon,69033,Cailloux-sur-Fontaines,13.9,4.8,34010.0,5.8,337.59,9.4,13.3,0,0,115,13.239,28.8,17.626,57.9
227,Lyon,69040,Champagne-au-Mont-d'Or,14.9,7.3,27100.0,7.2,2283.08,14.1,62.7,0,0,115,7.489,19.1666666666667,8.773,29.583333333333332
228,Lyon,69029,Bron,14.7,5.9,21950.0,12.0,4179.51,12.7,104.8,0,0,115,14.549,22.9666666666667,7.692,31.6
229,Lyon,69046,Charly,14,3.8,33860.0,6.4,903.14,10.4,22.1,0,0,115,17.836,28.8,17.449,40.15
230,Lyon,69063,Collonges-au-Mont-d'Or,13.9,7.9,35240.0,5.9,1188.68,11.4,55.3,0,0,115,9.784,21.85,11.029,47.516666666666666
231,Lyon,69068,Couzon-au-Mont-d'Or,12.7,10.2,28290.0,6.4,790.97,11.0,50.1,0,0,115,12.74,24.6666666666667,13.85,45.15
232,Lyon,69044,Charbonnières-les-Bains,13.8,9.6,36390.0,6.6,1295.37,14.4,30.5,0,0,115,12.915,22.9833333333333,10.141,31.166666666666668
233,Lyon,69071,Curis-au-Mont-d'Or,13.6,4.2,33160.0,6.4,393.0,10.2,26.4,0,0,115,18.107,32.1833333333333,26.034,60.63333333333333
234,Lyon,69072,Dardilly,15.7,7.3,32510.0,8.3,630.57,11.7,43.5,0,0,115,13.057,19.95,11.77,47.05
235,Lyon,69081,Écully,15,8.3,29600.0,13.5,2185.83,13.3,52.5,0,0,115,8.695,16.35,7.027,27.266666666666666
236,Lyon,69085,Fleurieu-sur-Saône,13.5,4.7,31110.0,7.7,517.59,11.6,15.0,0,0,115,14.676,27.1833333333333,15.318,46.9
237,Lyon,69087,Fontaines-Saint-Martin,13.7,6.5,34190.0,6.2,1127.04,5.6,58.8,0,0,115,12.707,25.7166666666667,20.362,69.65
238,Lyon,69088,Fontaines-sur-Saône,12.1,5.9,25230.0,6.5,3063.91,11.3,71.2,0,0,115,11.073,22.4666666666667,11.688,37.166666666666664
239,Lyon,69034,Caluire-et-Cuire,14.6,7.2,27370.0,7.1,4189.62,12.3,66.3,0,0,115,4.656,12.5,4.486,23.633333333333333
240,Lyon,69091,Givors,11,8.3,18160.0,7.8,1193.87,10.6,206.7,0,0,115,26.326,31.6833333333333,25.918,58.483333333333334
241,Lyon,69096,Grigny,11.8,5.7,21900.0,8.3,1698.45,10.5,81.5,0,0,115,437.217,25.0,460.826,201.96666666666667
242,Lyon,69100,Irigny,13.3,5.5,25740.0,7.0,1007.61,9.2,71.0,0,0,115,17.202,26.7833333333333,13.513,58.38333333333333
243,Lyon,69116,Limonest,15.6,11.0,34510.0,8.6,456.9,16.5,29.7,0,0,115,14.985,20.2166666666667,13.058,40.18333333333333
244,Lyon,69117,Lissieu,13.6,5.1,33180.0,6.6,559.3,11.7,25.7,0,0,115,18.988,23.2833333333333,18.019,49.86666666666667
245,Lyon,69069,Craponne,13.9,5.6,27380.0,6.9,2587.61,10.7,42.4,0,0,115,13.112,25.7,11.789,42.43333333333333
246,Lyon,69127,Marcy-l'Étoile,12.8,4.6,29680.0,9.1,674.81,12.1,25.9,0,0,115,15.295,25.3833333333333,14.158,39.65
247,Lyon,69142,La Mulatière,13.5,11.9,22750.0,7.9,3663.89,11.2,105.2,0,0,115,6.938,18.0,5.415,23.95
248,Lyon,69143,Neuville-sur-Saône,14,9.3,23150.0,7.4,1403.82,16.4,88.0,0,0,115,16.654,31.4666666666667,17.015,47.45
249,Lyon,69149,Oullins-Pierre-Bénite,N/A - résultat non disponible,7.2,23260.0,10.3,4227.87,13.4,44.4,0,0,115,8.806,22.2833333333333,7.229,23.05
250,Lyon,69153,Poleymieux-au-Mont-d'Or,16.4,5.0,35970.0,15.3,226.29,8.2,5.0,0,0,115,14.736,28.8,23.332,50.96666666666667
251,Lyon,69163,Quincieux,12.3,5.5,26670.0,6.5,200.51,8.8,34.1,0,0,115,25.884,31.75,25.298,44.46666666666667
252,Lyon,69168,Rochetaillée-sur-Saône,12.4,7.2,29240.0,6.0,1186.92,10.6,76.4,0,0,115,12.539,25.4,13.442,47.5
253,Lyon,69191,Saint-Cyr-au-Mont-d'Or,17.2,9.9,40340.0,5.9,808.22,12.2,54.5,0,0,115,8.868,20.55,10.089,40.81666666666667
254,Lyon,69194,Saint-Didier-au-Mont-d'Or,17.2,4.3,42270.0,6.0,875.3,8.8,27.3,0,0,115,8.688,19.6833333333333,9.565,31.983333333333334
255,Lyon,69199,Saint-Fons,13.2,6.0,16880.0,9.0,3173.77,9.9,208.3,0,0,115,7.865,23.2833333333333,9.228,44.71666666666667
256,Lyon,69202,Sainte-Foy-lès-Lyon,15.1,5.4,28780.0,6.6,3214.41,9.5,56.5,0,0,115,6.567,16.7333333333333,5.772,25.816666666666666
257,Lyon,69204,Saint-Genis-Laval,13.9,4.4,26810.0,8.2,1622.4,10.6,78.3,0,0,115,15.737,25.7333333333333,10.044,40.13333333333333
258,Lyon,69205,Saint-Genis-les-Ollières,13,4.4,30290.0,6.6,1432.43,8.2,37.9,0,0,115,12.315,23.8166666666667,11.708,38.25
259,Lyon,69207,Saint-Germain-au-Mont-d'Or,12.6,4.3,27110.0,6.4,551.48,9.8,57.8,0,0,115,24.956,32.1833333333333,22.525,41.0
260,Lyon,69233,Saint-Romain-au-Mont-d'Or,13.6,5.2,35130.0,7.2,476.15,9.1,26.2,0,0,115,12.685,25.0833333333333,14.734,47.9
261,Lyon,69244,Tassin-la-Demi-Lune,15,4.9,29010.0,8.2,2907.18,13.5,55.5,0,0,115,7.513,14.7166666666667,6.516,25.683333333333334
262,Lyon,69250,La Tour-de-Salvagny,14.2,7.4,33530.0,5.9,508.57,11.5,22.7,0,0,115,18.847,21.6,14.403,37.71666666666667
263,Lyon,69256,Vaulx-en-Velin,14,7.2,17180.0,10.4,2482.81,10.9,225.7,0,0,115,11.031,21.15,9.77,31.033333333333335
264,Lyon,69259,Vénissieux,13.6,8.0,17140.0,9.9,4337.45,11.0,233.1,0,0,115,9.617,29.2166666666667,10.152,32.56666666666667
265,Lyon,69260,Vernaison,13.3,5.6,27760.0,6.6,1285.0,9.5,100.2,0,0,115,18.916,28.2166666666667,15.831,39.31666666666667
266,Lyon,69266,Villeurbanne,14.5,8.1,21540.0,16.8,10822.62,20.9,126.1,0,0,115,5.403,19.1,5.288,17.933333333333334
267,Lyon,69271,Chassieu,15,3.1,28750.0,8.3,956.21,8.6,55.5,0,0,115,24.262,29.6333333333333,14.537,42.083333333333336
268,Lyon,69273,Corbas,13.7,3.9,25250.0,8.7,918.66,8.0,48.3,0,0,115,18.757,26.6,17.531,50.483333333333334
269,Lyon,69275,Décines-Charpieu,14,5.4,22050.0,8.6,1748.88,12.6,120.9,0,0,115,14.485,27.0333333333333,11.058,34.666666666666664
270,Lyon,69276,Feyzin,12.7,6.4,22210.0,8.3,1026.04,12.5,159.6,0,0,115,15.279,25.9166666666667,14.216,40.7
271,Lyon,69278,Genay,13.1,5.0,26920.0,6.6,649.41,10.5,54.7,0,0,115,35.005,33.4,23.017,57.06666666666667
272,Lyon,69279,Jonage,13.4,2.8,28030.0,7.9,509.09,9.5,24.4,0,0,115,23.684,33.15,22.483,71.98333333333333
273,Lyon,69282,Meyzieu,13.9,4.3,23860.0,8.0,1560.09,10.9,77.4,0,0,115,18.886,25.4166666666667,14.922,35.65
274,Lyon,69283,Mions,14.6,2.8,26070.0,7.2,1181.64,8.0,61.6,0,0,115,21.496,30.7833333333333,20.458,53.983333333333334
275,Lyon,69284,Montanay,14.2,3.9,33600.0,6.8,451.25,9.2,9.6,0,0,115,25.711,30.65,18.621,68.26666666666667
276,Lyon,69286,Rillieux-la-Pape,13.8,6.9,19980.0,8.3,2154.97,8.4,164.6,0,0,115,9.242,23.6333333333333,10.293,44.4
277,Lyon,69290,Saint-Priest,13.9,7.6,21420.0,8.5,1643.84,11.1,115.6,0,0,115,21.764,30.3666666666667,17.085,47.96666666666667
278,Lyon,69292,Sathonay-Camp,14.2,5.9,24460.0,8.5,3429.0,19.9,59.7,0,0,115,9.06,23.3833333333333,9.281,34.96666666666667
279,Lyon,69293,Sathonay-Village,13.7,3.5,33220.0,7.0,465.96,8.9,13.3,0,0,115,10.913,25.2,20.537,65.85
280,Lyon,69296,Solaize,14.7,5.6,29430.0,6.0,380.49,7.9,18.7,0,0,115,18.448,26.9666666666667,19.316,49.95
281,Lyon,69089,Francheville,13.9,5.2,28120.0,7.6,1854.15,10.1,59.6,0,0,115,14.436,27.2166666666667,13.05,47.7
282,Lyon,69123,Lyon,15.6,8.6,25430.0,16.1,10902.92,20.0,0.0,1,0,115,0.0,0.0,,
283,Marseille,13001,Aix-en-Provence,17.6,8.9,25810.0,15.7,792.47,20.7,60.0,0,0,185,30.677,30.0,36.138,67.56666666666666
284,Marseille,13002,Allauch,15.7,6.5,27620.0,6.2,427.24,9.3,38.4,0,0,185,13.998,23.55,14.528,51.56666666666667
285,Marseille,13003,Alleins,12.2,5.6,26040.0,5.1,164.52,10.7,14.5,0,0,185,68.738,53.0,90.053,172.91666666666666
286,Marseille,13005,Aubagne,14.7,7.1,22550.0,7.7,862.33,11.4,96.9,0,0,185,19.348,20.7,18.604,45.61666666666667
287,Marseille,13007,Auriol,14.3,6.5,26260.0,7.2,287.87,12.1,40.1,0,0,185,30.409,27.5166666666667,30.495,64.83333333333333
288,Marseille,13008,Aurons,14.2,4.4,30160.0,4.1,44.06,8.8,15.3,0,0,185,56.546,50.1166666666667,77.68,137.76666666666668
289,Marseille,13009,La Barben,15.6,5.3,30140.0,6.4,37.12,11.2,25.6,0,0,185,54.975,45.45,62.643,118.06666666666666
290,Marseille,13012,Beaurecueil,18.1,3.2,37890.0,4.8,61.31,11.0,16.2,0,0,185,34.286,32.9833333333333,45.375,97.63333333333334
291,Marseille,13013,Belcodène,15.1,5.5,29980.0,5.0,149.85,9.6,16.6,0,0,185,37.839,30.85,51.023,93.81666666666666
292,Marseille,13014,Berre-l'Étang,14,6.0,20370.0,7.8,319.08,10.7,97.9,0,0,185,33.839,31.15,35.141,65.83333333333333
293,Marseille,13015,Bouc-Bel-Air,17.4,4.3,30840.0,5.6,699.45,9.9,31.3,0,0,185,21.34,23.2333333333333,27.302,79.05
294,Marseille,13016,La Bouilladisse,14.7,6.7,27220.0,6.1,503.25,7.6,37.4,0,0,185,31.974,28.3833333333333,33.293,75.41666666666667
295,Marseille,13019,Cabriès,17.5,4.5,32780.0,6.4,275.89,9.2,26.1,0,0,185,18.61,21.1,22.572,76.33333333333333
296,Marseille,13020,Cadolive,15,7.4,26530.0,5.4,524.29,9.1,14.5,0,0,185,32.411,33.3833333333333,62.48,95.13333333333334
297,Marseille,13021,Carry-le-Rouet,18.8,10.8,32780.0,4.2,565.15,9.5,37.1,0,0,185,29.799,26.5666666666667,27.045,46.766666666666666
298,Marseille,13022,Cassis,17.9,6.5,28740.0,4.6,249.81,9.9,38.9,0,0,185,32.627,34.15,25.799,64.9
299,Marseille,13023,Ceyreste,15.6,7.6,28010.0,5.2,212.96,10.1,33.4,0,0,185,37.254,37.5833333333333,44.525,113.11666666666666
300,Marseille,13024,Charleval,12.8,7.6,23340.0,5.5,182.5,12.0,52.4,0,0,185,61.266,54.0833333333333,91.533,157.18333333333334
301,Marseille,13025,Châteauneuf-le-Rouge,16.9,6.0,31590.0,5.4,178.56,8.2,14.0,0,0,185,35.215,29.4,44.262,78.65
302,Marseille,13026,Châteauneuf-les-Martigues,15.4,3.8,23570.0,6.3,566.74,11.1,99.9,0,0,185,27.173,28.6166666666667,30.753,53.78333333333333
303,Marseille,13028,La Ciotat,16.6,3.5,23580.0,6.2,1174.19,10.5,90.0,0,0,185,34.578,33.8666666666667,40.568,84.25
304,Marseille,13029,Cornillon-Confoux,12.6,5.6,29130.0,4.2,105.44,7.0,26.5,0,0,185,49.761,44.2166666666667,52.406,100.91666666666667
305,Marseille,13030,Cuges-les-Pins,12.6,5.5,25090.0,7.0,145.93,13.5,59.3,0,0,185,31.408,31.1,34.09,68.53333333333333
306,Marseille,13031,La Destrousse,15.7,3.8,26120.0,5.8,1349.31,10.9,39.8,0,0,185,33.481,31.9,29.965,79.75
307,Marseille,13032,Éguilles,15.7,5.2,32090.0,5.1,241.06,11.1,32.6,0,0,185,36.428,34.1666666666667,45.806,98.38333333333334
308,Marseille,13033,Ensuès-la-Redonne,17.3,4.8,29210.0,5.1,223.57,9.1,36.0,0,0,185,27.085,24.9166666666667,28.882,62.36666666666667
309,Marseille,13035,Eyguières,13.2,6.2,25680.0,5.3,100.1,11.6,51.9,0,0,185,63.209,51.0,127.503,139.85
310,Marseille,13037,La Fare-les-Oliviers,15,5.2,26620.0,6.0,633.36,14.4,32.8,0,0,185,35.356,31.45,37.84,75.73333333333333
311,Marseille,13039,Fos-sur-Mer,14.5,4.7,23680.0,7.5,167.59,8.6,75.5,0,0,185,47.936,40.5166666666667,52.781,96.55
312,Marseille,13040,Fuveau,15.5,5.8,28140.0,5.5,337.17,10.7,32.3,0,0,185,35.418,32.2,47.923,96.11666666666666
313,Marseille,13041,Gardanne,15.2,5.6,22780.0,8.4,784.22,14.5,90.0,0,0,185,25.127,22.8,26.358,58.483333333333334
314,Marseille,13042,Gémenos,16.5,6.9,28710.0,5.4,207.13,10.7,35.1,0,0,185,26.199,28.55,25.013,74.83333333333333
315,Marseille,13043,Gignac-la-Nerthe,15.9,3.8,24490.0,6.5,1172.44,16.7,78.7,0,0,185,22.764,21.8666666666667,22.923,38.46666666666667
316,Marseille,13044,Grans,13.6,6.3,26790.0,5.5,191.09,11.3,38.9,0,0,185,53.836,42.65,73.178,142.23333333333332
317,Marseille,13046,Gréasque,16,5.1,26900.0,5.4,708.39,11.1,35.9,0,0,185,33.593,31.4,52.246,103.18333333333334
318,Marseille,13047,Istres,14.1,3.9,22710.0,7.6,392.06,11.8,97.5,0,0,185,54.32,49.2333333333333,64.823,93.63333333333334
319,Marseille,13048,Jouques,13.1,7.7,25220.0,5.6,54.84,10.5,49.5,0,0,185,55.81,50.3833333333333,60.27,121.6
320,Marseille,13049,Lamanon,13.8,9.1,26340.0,4.6,106.56,10.7,29.4,0,0,185,66.539,49.5833333333333,75.026,139.58333333333334
321,Marseille,13050,Lambesc,13.8,5.2,26100.0,5.5,153.0,15.4,43.1,0,0,185,50.636,46.6666666666667,54.582,98.3
322,Marseille,13051,Lançon-Provence,13.5,4.6,26720.0,6.0,135.56,11.1,52.5,0,0,185,42.737,38.2,72.495,105.8
323,Marseille,13053,Mallemort,13.4,6.7,24230.0,6.4,218.87,13.7,59.6,0,0,185,68.42,50.8333333333333,84.311,145.73333333333332
324,Marseille,13054,Marignane,14.6,7.1,21690.0,7.2,1422.54,9.5,123.1,0,0,185,22.072,22.3333333333333,27.529,54.45
325,Marseille,13055,Marseille,14.9,8.0,20600.0,9.6,3628.74,13.4,0.0,1,0,185,0.0,0.0,,
326,Marseille,13056,Martigues,14.8,6.5,22570.0,6.8,680.22,11.4,143.4,0,0,185,39.303,34.8666666666667,43.298,69.91666666666667
327,Marseille,13059,Meyrargues,14.2,7.7,25340.0,6.7,91.85,12.3,53.9,0,0,185,46.43,38.0166666666667,50.743,91.35
328,Marseille,13060,Meyreuil,17.2,4.1,27130.0,6.9,295.27,11.1,28.1,0,0,185,29.155,26.4,31.304,73.06666666666666
329,Marseille,13062,Mimet,15.4,3.5,29340.0,4.9,223.9,6.7,20.1,0,0,185,28.376,29.0333333333333,45.038,106.6
330,Marseille,13063,Miramas,13.3,6.0,19810.0,7.0,1027.43,10.6,127.4,0,0,185,60.923,48.65,55.43,73.06666666666666
331,Marseille,13069,Pélissanne,14.1,5.7,27170.0,5.6,552.57,10.2,34.5,0,0,185,52.648,43.6166666666667,72.558,116.9
332,Marseille,13070,La Penne-sur-Huveaune,15.1,4.4,24300.0,7.2,1824.72,12.1,74.4,0,0,185,15.256,18.0,14.078,39.43333333333333
333,Marseille,13071,Les Pennes-Mirabeau,16.1,6.2,26320.0,6.7,657.6,9.9,47.7,0,0,185,15.783,17.05,30.867,68.56666666666666
334,Marseille,13072,Peynier,14.6,8.9,29250.0,5.8,147.18,11.1,20.1,0,0,185,41.369,35.8166666666667,59.287,105.68333333333334
335,Marseille,13073,Peypin,15,4.0,27300.0,5.0,422.03,7.8,27.2,0,0,185,35.094,32.0333333333333,59.304,90.13333333333334
336,Marseille,13074,Peyrolles-en-Provence,13.6,7.1,23830.0,6.8,149.66,10.4,54.6,0,0,185,50.678,42.5666666666667,55.923,99.51666666666667
337,Marseille,13075,Plan-de-Cuques,16.8,3.9,26120.0,6.6,1340.71,8.0,43.8,0,0,185,12.18,20.4166666666667,11.758,43.333333333333336
338,Marseille,13077,Port-de-Bouc,13.5,10.8,20030.0,6.9,1403.13,10.0,385.9,0,0,185,42.865,34.2333333333333,45.132,79.1
339,Marseille,13078,Port-Saint-Louis-du-Rhône,12.4,9.7,20700.0,6.8,115.07,10.2,125.8,0,0,185,69.19,57.2333333333333,83.338,144.68333333333334
340,Marseille,13079,Puyloubier,12.5,7.3,28700.0,7.0,43.59,10.9,40.6,0,0,185,46.705,41.1,57.318,115.4
341,Marseille,13080,Le Puy-Sainte-Réparade,14.5,8.9,26760.0,5.5,125.92,13.8,63.1,0,0,185,50.802,42.4833333333333,53.302,100.83333333333333
342,Marseille,13081,Rognac,14.6,4.1,24630.0,6.4,695.71,7.8,42.9,0,0,185,27.566,24.1333333333333,29.188,44.75
343,Marseille,13082,Rognes,14.2,10.2,28820.0,4.8,78.66,8.6,35.1,0,0,185,48.474,42.3166666666667,52.938,116.48333333333333
344,Marseille,13084,La Roque-d'Anthéron,13.6,8.2,22940.0,6.4,210.86,10.6,82.8,0,0,185,57.226,51.35,63.688,127.1
345,Marseille,13085,Roquefort-la-Bédoule,16.1,6.3,27130.0,4.7,188.46,9.9,42.9,0,0,185,24.937,22.7166666666667,31.903,83.85
346,Marseille,13086,Roquevaire,14.5,10.0,26260.0,6.2,364.41,10.2,54.1,0,0,185,25.798,27.2666666666667,26.112,53.266666666666666
347,Marseille,13087,Rousset,15.4,6.9,25650.0,7.0,267.13,11.7,44.5,0,0,185,191.135,33.0,651.895,888.4
348,Marseille,13088,Le Rove,16.7,5.1,25810.0,5.2,225.83,8.0,60.4,0,0,185,15.723,24.7666666666667,25.889,68.23333333333333
349,Marseille,13090,Saint-Antonin-sur-Bayon,18.1,13.1,34270.0,3.2,7.1,12.5,0.0,0,0,185,38.934,39.3833333333333,49.585,106.51666666666667
350,Marseille,13091,Saint-Cannat,15,7.7,28080.0,5.3,154.88,11.3,35.6,0,0,185,45.134,39.6,49.286,87.9
351,Marseille,13092,Saint-Chamas,13.2,5.3,24610.0,5.9,323.71,13.8,47.9,0,0,185,49.323,44.2666666666667,49.974,63.71666666666667
352,Marseille,13093,Saint-Estève-Janson,15,5.6,28260.0,4.6,42.76,8.4,20.0,0,0,185,54.862,44.9166666666667,60.015,112.6
353,Marseille,13095,Saint-Marc-Jaumegarde,18.1,8.9,37290.0,3.9,55.18,9.1,22.3,0,0,185,40.626,41.4333333333333,43.87,98.28333333333333
354,Marseille,13098,Saint-Mitre-les-Remparts,13.9,8.2,26910.0,5.2,276.95,8.2,55.7,0,0,185,43.151,38.6,49.2,92.18333333333334
355,Marseille,13099,Saint-Paul-lès-Durance,15.5,6.2,23350.0,7.0,19.37,12.6,61.0,0,0,185,72.298,51.65,68.251,111.15
356,Marseille,13101,Saint-Savournin,15.2,6.9,27300.0,5.7,593.39,11.2,18.1,0,0,185,30.374,29.85,64.453,98.41666666666667
357,Marseille,13102,Saint-Victoret,15.9,5.3,22680.0,7.3,1414.47,6.1,71.9,0,0,185,20.004,21.3,28.622,56.18333333333333
358,Marseille,13103,Salon-de-Provence,13.5,10.7,22400.0,7.9,636.29,13.8,90.7,0,0,185,50.266,41.4833333333333,66.576,94.65
359,Marseille,13104,Sausset-les-Pins,19.1,4.1,28750.0,4.3,625.04,8.1,30.1,0,0,185,34.557,29.3166666666667,31.175,57.13333333333333
360,Marseille,13105,Sénas,12.6,6.9,22230.0,5.7,223.46,11.1,85.9,0,0,185,61.762,44.0166666666667,80.807,143.3
361,Marseille,13106,Septèmes-les-Vallons,15.2,5.5,22740.0,7.0,659.21,8.4,108.2,0,0,185,16.227,29.35,20.054,86.48333333333333
