Unnamed..0,ville_principale,Code,Libellé,loyer_m2,logements_vacants,med_revenu,jeunes,densite_pop,nouveaux_menages,beneficiaires_rsa,metropole,si_paris,temps_tgv_paris,dist_metropole,temps_trajet,dist_metropole2,temps_transit
362,Marseille,13107,Simiane-Collongue,15.4,5.0,28770.0,6.1,196.28,11.7,27.2,0,0,185,21.155,20.3,43.28,102.05
363,Marseille,13109,Le Tholonet,18.6,6.6,32930.0,6.0,218.06,13.1,24.0,0,0,185,34.043,32.5666666666667,41.487,90.96666666666667
364,Marseille,13110,Trets,13.3,7.1,25260.0,6.6,151.89,13.6,54.0,0,0,185,44.176,39.2833333333333,59.005,107.66666666666667
365,Marseille,13111,Vauvenargues,15.5,7.0,28040.0,5.2,19.17,8.9,8.4,0,0,185,48.98,51.2166666666667,52.374,104.15
366,Marseille,13112,Velaux,15.2,4.4,28760.0,6.0,345.75,9.1,29.8,0,0,185,31.982,28.1666666666667,37.394,82.23333333333333
367,Marseille,13113,Venelles,17.3,5.3,29240.0,5.5,411.02,9.5,25.8,0,0,185,39.381,31.55,44.932,102.31666666666666
368,Marseille,13114,Ventabren,17.5,10.7,33710.0,4.6,208.52,8.6,15.5,0,0,185,35.773,36.6833333333333,53.618,113.61666666666666
369,Marseille,13115,Vernègues,13.1,4.7,25530.0,6.2,133.52,13.9,28.7,0,0,185,59.592,51.7833333333333,81.828,148.85
370,Marseille,13117,Vitrolles,16.1,6.5,22090.0,7.4,970.82,9.2,124.6,0,0,185,22.78,22.8833333333333,29.234,78.65
371,Marseille,13118,Coudoux,16.1,4.5,29730.0,5.7,293.39,8.3,19.7,0,0,185,36.152,32.6833333333333,57.816,102.15
372,Marseille,13119,Carnoux-en-Provence,16.2,2.6,26380.0,6.1,1927.71,13.6,38.9,0,0,185,24.494,24.15,28.075,60.833333333333336
373,Marseille,84089,Pertuis,13.6,8.7,23120.0,7.3,302.3,14.4,102.5,0,0,185,52.662,43.4666666666667,59.937,113.33333333333333
374,Marseille,83120,Saint-Zacharie,13.4,6.4,25990.0,5.4,219.67,13.2,48.5,0,0,185,35.019,32.6333333333333,37.019,73.91666666666667
375,Metz,57017,Amanvillers,10.5,3.8,25870.0,6.4,216.43,8.2,32.9,0,0,85,13.046,21.3333333333333,13.278,40.25
376,Metz,57031,Ars-Laquenexy,11.2,2.4,30860.0,8.5,150.65,8.1,8.1,0,0,85,12.77,20.65,10.969,42.983333333333334
377,Metz,57049,Le Ban-Saint-Martin,12,8.1,23500.0,8.8,2885.62,16.3,54.8,0,0,85,3.112,8.83333333333333,5.749,20.6
378,Metz,57134,Châtel-Saint-Germain,12.2,5.6,27390.0,7.6,146.67,17.2,16.5,0,0,85,10.489,15.3166666666667,12.612,45.71666666666667
379,Metz,57032,Ars-sur-Moselle,11.3,7.7,21290.0,8.1,400.95,12.8,92.8,0,0,85,11.275,16.1666666666667,10.154,29.483333333333334
380,Metz,57142,Chieulles,12.3,5.0,33320.0,5.3,161.15,4.2,18.4,0,0,85,10.183,17.45,8.045,23.05
381,Metz,57146,Coin-lès-Cuvry,12,4.7,29150.0,6.9,121.04,4.6,29.4,0,0,85,17.89,18.05,13.872,45.4
382,Metz,57147,Coin-sur-Seille,9.4,2.8,29650.0,5.7,100.91,9.0,0.0,0,0,85,19.818,19.7666666666667,18.435,58.43333333333333
383,Metz,57140,Chesny,11.4,2.7,28610.0,5.0,131.4,6.0,26.6,0,0,85,12.139,23.45,19.162,67.08333333333333
384,Metz,57212,Féy,12,4.1,30250.0,5.4,128.95,5.4,11.1,0,0,85,15.317,16.9166666666667,14.211,44.75
385,Metz,57256,Gravelotte,10.5,3.4,25100.0,6.8,142.11,10.2,35.8,0,0,85,15.42,19.3833333333333,17.942,46.983333333333334
386,Metz,57351,Jury,11.2,4.2,27620.0,8.8,418.12,12.4,10.9,0,0,85,11.718,22.5333333333333,17.674,53.56666666666667
387,Metz,57352,Jussy,12.2,7.8,35040.0,5.1,155.86,9.1,0.0,0,0,85,296.532,16.0,,
388,Metz,57385,Laquenexy,11.2,3.6,27660.0,6.0,139.34,8.4,18.8,0,0,85,17.178,24.7,15.594,53.733333333333334
389,Metz,57039,Augny,12.2,3.1,28100.0,6.4,142.4,9.6,36.5,0,0,85,10.749,14.0833333333333,9.872,38.95
390,Metz,57412,Longeville-lès-Metz,11.6,9.2,25800.0,9.5,1466.67,15.4,49.5,0,0,85,4.694,13.0833333333333,6.597,26.583333333333332
391,Metz,57415,Lorry-lès-Metz,12,3.9,31000.0,5.1,283.77,5.7,19.9,0,0,85,6.459,16.3166666666667,6.265,30.85
392,Metz,57416,Lorry-Mardigny,9.8,5.6,25360.0,5.2,58.86,11.0,11.6,0,0,85,21.443,21.3833333333333,19.924,58.06666666666667
393,Metz,57445,Marieulles,9.4,5.7,28890.0,6.3,85.37,4.9,0.0,0,0,85,18.405,20.9833333333333,17.351,56.38333333333333
394,Metz,57447,Marly,13.5,2.6,27920.0,6.4,923.24,7.4,35.7,0,0,85,363.367,20.0,415.604,241.08333333333334
395,Metz,57452,La Maxe,12.3,6.0,28690.0,6.4,137.76,12.6,22.0,0,0,85,7.013,13.6,7.64,39.53333333333333
396,Metz,57454,Mécleuves,11.2,2.5,29310.0,6.3,93.49,5.6,13.2,0,0,85,14.044,23.05,24.323,66.95
397,Metz,57463,Metz,12.6,11.3,20940.0,13.9,2884.82,18.8,124.8,1,0,85,0.0,0.0,,
398,Metz,57467,Mey,12.6,4.4,26360.0,7.1,162.63,18.3,25.6,0,0,85,10.757,21.2,7.799,39.55
399,Metz,57480,Montigny-lès-Metz,11.5,7.8,21930.0,8.3,3261.79,11.5,104.5,0,0,85,3.868,9.03333333333333,3.991,22.1
400,Metz,57487,Moulins-lès-Metz,13.1,7.8,24460.0,6.6,726.86,10.1,72.1,0,0,85,7.004,9.26666666666667,9.224,30.733333333333334
401,Metz,57510,Noisseville,11.2,8.0,28370.0,5.7,421.92,12.5,45.9,0,0,85,10.825,19.7,10.301,37.1
402,Metz,57512,Nouilly,11.8,4.6,28670.0,5.3,300.0,8.8,33.1,0,0,85,11.07,19.9833333333333,9.147,31.416666666666668
403,Metz,57534,Peltre,12.6,6.3,29680.0,8.1,216.79,8.9,23.3,0,0,85,9.032,18.45,15.751,53.083333333333336
404,Metz,57545,Plappeville,11.6,5.4,31940.0,6.3,811.2,7.1,45.2,0,0,85,4.26,11.15,7.699,38.71666666666667
405,Metz,57552,Pouilly,9.4,7.6,27220.0,5.4,162.16,14.3,20.8,0,0,85,9.47,19.85,11.298,36.55
406,Metz,57553,Pournoy-la-Chétive,9.4,0.4,27920.0,5.5,238.08,6.7,56.0,0,0,85,18.932,19.8333333333333,16.212,51.766666666666666
407,Metz,57593,Roncourt,11.2,6.4,23780.0,4.8,155.07,5.6,31.9,0,0,85,16.151,24.85,16.088,42.55
408,Metz,57601,Rozérieulles,12.2,4.4,28650.0,5.4,200.91,6.9,18.2,0,0,85,9.89,15.6,11.277,40.0
409,Metz,57616,Saint-Julien-lès-Metz,12.6,7.0,28780.0,7.1,763.91,10.6,43.6,0,0,85,4.385,12.8,3.698,18.833333333333332
410,Metz,57622,Saint-Privat-la-Montagne,11.1,5.5,24440.0,7.5,325.0,8.4,38.1,0,0,85,14.519,23.1666666666667,14.413,39.766666666666666
411,Metz,57624,Sainte-Ruffine,12.2,4.1,29700.0,5.4,840.0,7.0,43.7,0,0,85,8.395,12.2833333333333,10.477,38.81666666666667
412,Metz,57634,Saulny,11.6,4.0,31870.0,6.5,159.08,7.0,20.0,0,0,85,7.536,16.2333333333333,7.482,29.083333333333332
413,Metz,57642,Scy-Chazelles,12.6,8.3,28380.0,6.1,591.56,10.0,38.5,0,0,85,5.962,14.0,8.882,36.516666666666666
414,Metz,57693,Vantoux,12.7,3.4,30980.0,5.8,325.2,9.6,11.9,0,0,85,7.015,18.3,6.133,24.9
415,Metz,57694,Vany,11.8,4.4,31890.0,4.9,150.0,7.2,17.4,0,0,85,11.397,19.9666666666667,9.531,31.866666666666667
416,Metz,57701,Vaux,12.2,5.2,32590.0,5.7,122.73,6.9,30.5,0,0,85,9.717,13.6166666666667,12.64,51.083333333333336
417,Metz,57707,Vernéville,10.5,3.9,24960.0,4.6,73.15,6.0,11.7,0,0,85,19.43,22.4666666666667,23.721,57.06666666666667
418,Metz,57751,Woippy,12.2,8.3,17410.0,7.2,979.59,9.5,199.7,0,0,85,5.389,13.15,11.522,36.13333333333333
419,Metz,57162,Cuvry,9.4,4.2,29170.0,6.3,182.78,10.6,8.6,0,0,85,17.614,18.1833333333333,11.763,41.416666666666664
420,Metz,57396,Lessy,11.6,8.6,31470.0,5.7,265.86,7.0,11.2,0,0,85,9.79,14.9333333333333,11.171,45.916666666666664
421,Montpellier,34027,Beaulieu,12.2,5.5,27020.0,5.8,287.4,22.3,17.9,0,0,205,336.118,30.0,407.76,339.51666666666665
422,Montpellier,34058,Castries,13.8,4.7,26010.0,6.5,271.79,16.2,41.9,0,0,205,20.321,26.7833333333333,14.473,49.5
423,Montpellier,34022,Baillargues,13.6,5.4,25640.0,7.6,1004.55,15.5,41.1,0,0,205,17.902,23.8333333333333,16.821,44.35
424,Montpellier,34087,Cournonsec,13.5,4.4,24160.0,5.5,293.39,8.4,55.2,0,0,205,19.604,29.05,24.89,87.71666666666667
425,Montpellier,34057,Castelnau-le-Lez,15.3,5.3,25160.0,10.5,2222.14,18.2,55.7,0,0,205,5.348,15.15,5.244,28.0
426,Montpellier,34090,Le Crès,15,4.8,25900.0,6.1,1602.59,10.3,48.8,0,0,205,8.515,21.8166666666667,8.387,42.46666666666667
427,Montpellier,34077,Clapiers,15.5,3.3,28000.0,7.0,754.68,13.5,50.4,0,0,205,9.514,19.35,8.325,47.666666666666664
428,Montpellier,34116,Grabels,14,6.9,24100.0,9.0,553.89,18.1,71.7,0,0,205,8.265,18.3666666666667,10.046,43.0
429,Montpellier,34120,Jacou,15.1,3.7,26300.0,6.8,2006.76,13.3,42.0,0,0,205,9.53,22.9333333333333,11.035,46.75
430,Montpellier,34123,Juvignac,14.3,6.4,23130.0,9.5,1183.61,14.9,76.4,0,0,205,6.167,15.8833333333333,7.949,43.166666666666664
431,Montpellier,34095,Fabrègues,13.9,5.6,24410.0,6.3,228.48,11.5,51.3,0,0,205,11.399,26.3166666666667,15.465,71.0
432,Montpellier,34134,Lavérune,13.9,4.0,25360.0,7.0,460.0,11.5,60.7,0,0,205,8.638,17.1666666666667,9.748,50.61666666666667
433,Montpellier,34164,Montaud,11.9,6.4,26620.0,6.3,80.08,7.5,31.4,0,0,205,31.301,34.2166666666667,,
434,Montpellier,34169,Montferrier-sur-Lez,15.3,5.2,33630.0,6.1,526.49,13.4,21.7,0,0,205,9.652,19.4166666666667,9.973,42.78333333333333
435,Montpellier,34172,Montpellier,14.4,7.3,19670.0,19.0,5315.54,22.6,121.4,1,0,205,0.0,0.0,,
436,Montpellier,34179,Murviel-lès-Montpellier,13.7,4.4,25830.0,6.4,191.09,14.0,28.3,0,0,205,13.067,24.4833333333333,16.581,64.98333333333333
437,Montpellier,34198,Pérols,15.1,6.3,26950.0,7.9,1593.5,14.2,52.5,0,0,205,12.142,23.9166666666667,9.886,39.65
438,Montpellier,34088,Cournonterral,11.8,10.4,22850.0,7.4,232.66,19.3,100.1,0,0,205,16.965,26.2,22.693,80.73333333333333
439,Montpellier,34217,Prades-le-Lez,14.1,4.6,26410.0,6.5,686.18,12.4,33.9,0,0,205,13.196,22.7333333333333,14.892,52.15
440,Montpellier,34227,Restinclières,12.9,3.6,26280.0,5.8,354.15,19.1,23.4,0,0,205,28.857,35.15,,
441,Montpellier,34244,Saint-Brès,13.6,5.5,24650.0,7.3,689.39,10.9,60.5,0,0,205,20.691,26.95,19.791,51.68333333333333
442,Montpellier,34249,Saint-Drézéry,12.9,4.9,27330.0,6.8,274.48,15.0,24.7,0,0,205,30.339,34.3833333333333,,
443,Montpellier,34256,Saint-Geniès-des-Mourgues,13.3,8.4,27690.0,4.9,182.19,9.1,11.7,0,0,205,25.152,30.55,,
444,Montpellier,34129,Lattes,15.7,3.8,26460.0,6.0,631.08,13.0,42.8,0,0,205,7.014,13.75,10.262,52.85
445,Montpellier,34270,Saint-Jean-de-Védas,15.1,4.7,25510.0,7.9,974.42,15.4,56.8,0,0,205,6.422,18.2,8.601,37.333333333333336
446,Montpellier,34295,Saussan,13.9,1.9,26260.0,5.7,495.28,14.1,31.8,0,0,205,13.078,21.9,16.531,58.93333333333333
447,Montpellier,34307,Sussargues,13.5,3.9,28460.0,5.1,434.46,13.4,26.1,0,0,205,26.27,31.45,,
448,Montpellier,34327,Vendargues,14.7,6.0,25340.0,7.2,782.67,12.5,43.4,0,0,205,17.673,22.65,11.321,49.71666666666667
449,Montpellier,34337,Villeneuve-lès-Maguelone,13.8,4.4,24010.0,8.9,458.37,9.4,62.6,0,0,205,14.203,20.8833333333333,13.484,47.2
450,Montpellier,34202,Pignan,14,6.7,24090.0,6.5,404.98,10.1,76.1,0,0,205,12.209,22.3833333333333,14.125,63.86666666666667
451,Montpellier,34259,Saint-Georges-d'Orques,13.6,9.9,25520.0,6.7,602.15,12.1,61.5,0,0,205,9.007,18.6833333333333,10.879,47.93333333333333
452,Nancy,54165,Dommartemont,11.1,4.2,39430.0,4.7,438.46,6.2,16.9,0,0,90,4.531,11.6666666666667,6.289,36.0
453,Nancy,54197,Fléville-devant-Nancy,11.8,2.7,28000.0,5.4,297.57,4.9,20.7,0,0,90,12.045,17.6,9.637,36.7
454,Nancy,54025,Art-sur-Meurthe,13.1,11.2,26470.0,11.3,144.35,10.6,35.4,0,0,90,9.177,16.9333333333333,8.711,40.766666666666666
455,Nancy,54265,Houdemont,11.8,3.6,28880.0,7.5,576.67,5.9,28.3,0,0,90,9.435,14.9166666666667,8.227,39.833333333333336
456,Nancy,54184,Essey-lès-Nancy,11.8,6.9,22890.0,8.4,1514.14,15.2,116.6,0,0,90,5.25,12.6833333333333,6.366,32.68333333333333
457,Nancy,54300,Laneuveville-devant-Nancy,11.1,8.2,23200.0,8.2,524.08,10.9,115.0,0,0,90,6.181,13.25,5.738,29.35
458,Nancy,54304,Laxou,11.4,8.2,23780.0,12.3,922.7,13.9,137.1,0,0,90,3.749,12.7166666666667,3.849,21.483333333333334
459,Nancy,54328,Ludres,11.6,3.4,27240.0,6.3,741.59,8.3,24.5,0,0,90,11.048,16.25,12.989,40.416666666666664
460,Nancy,54274,Jarville-la-Malgrange,11.2,9.0,19320.0,10.4,3905.83,14.2,217.9,0,0,90,2.767,9.25,2.587,16.116666666666667
461,Nancy,54357,Maxéville,11.1,11.1,17530.0,11.4,1771.61,17.5,224.7,0,0,90,4.252,13.5166666666667,3.529,23.65
462,Nancy,54395,Nancy,11.7,11.7,22360.0,24.1,6950.67,25.5,129.1,1,0,90,0.0,0.0,,
463,Nancy,54439,Pulnoy,11.9,3.6,24590.0,5.6,1390.27,10.0,52.7,0,0,90,7.473,14.7166666666667,8.811,41.8
464,Nancy,54482,Saint-Max,11.8,7.1,22560.0,8.5,5301.58,14.1,114.8,0,0,90,3.46,9.61666666666667,4.698,20.933333333333334
465,Nancy,54495,Saulxures-lès-Nancy,9.9,4.2,25490.0,5.6,612.14,8.1,66.5,0,0,90,5.897,13.2666666666667,6.382,25.666666666666668
466,Nancy,54498,Seichamps,9.9,3.8,24570.0,6.3,1195.58,7.2,52.3,0,0,90,7.289,14.3666666666667,10.912,48.88333333333333
467,Nancy,54257,Heillecourt,12.3,2.5,27340.0,6.7,1493.61,6.8,34.9,0,0,90,7.339,14.9833333333333,5.764,30.416666666666668
468,Nancy,54547,Vandœuvre-lès-Nancy,11.6,8.8,18680.0,23.2,3109.16,21.9,140.3,0,0,90,6.732,14.9,4.913,28.25
469,Nancy,54578,Villers-lès-Nancy,12,7.4,26760.0,12.0,1491.01,11.3,56.5,0,0,90,3.914,11.9333333333333,4.677,26.116666666666667
470,Nancy,54526,Tomblaine,12.1,5.8,21630.0,8.1,1610.54,11.9,94.6,0,0,90,4.32,10.3,4.498,24.8
471,Nancy,54339,Malzéville,10.7,7.0,23270.0,7.6,1056.93,9.8,100.7,0,0,90,3.061,10.35,3.739,24.816666666666666
472,Nantes,44009,Basse-Goulaine,12.8,3.1,29050.0,7.3,697.45,8.3,26.4,0,0,123,9.119,19.6166666666667,10.712,45.65
473,Nantes,44020,Bouguenais,12.8,3.1,23740.0,7.0,647.94,10.6,168.1,0,0,123,9.662,17.5166666666667,10.78,48.95
474,Nantes,44024,Brains,11.5,4.1,26040.0,6.2,183.73,6.6,10.9,0,0,123,17.927,23.1333333333333,22.247,64.21666666666667
475,Nantes,44026,Carquefou,13.2,4.8,27830.0,12.0,472.58,13.4,29.1,0,0,123,15.888,23.0666666666667,12.043,46.28333333333333
476,Nantes,44047,Couëron,12.5,3.6,24290.0,7.7,524.02,10.8,53.9,0,0,123,17.625,30.1666666666667,19.1,46.31666666666667
477,Nantes,44074,Indre,12.2,5.0,24380.0,6.8,878.72,12.6,70.2,0,0,123,316.089,19.0,,
478,Nantes,44094,Mauves-sur-Loire,11.7,5.1,25880.0,6.5,223.78,10.6,16.8,0,0,123,20.05,27.9,17.276,37.916666666666664
479,Nantes,44035,La Chapelle-sur-Erdre,13.2,2.7,28210.0,6.9,608.71,11.5,43.5,0,0,123,11.832,23.4333333333333,11.87,47.016666666666666
480,Nantes,44109,Nantes,14,6.2,24170.0,15.6,4957.12,22.1,100.7,1,0,123,0.0,0.0,,
481,Nantes,44114,Orvault,12.2,4.5,27140.0,8.1,1006.21,11.7,71.3,0,0,123,10.012,21.2166666666667,11.051,49.2
482,Nantes,44120,Le Pellerin,12.2,8.1,23370.0,6.7,175.1,13.9,36.2,0,0,123,21.456,26.4833333333333,22.499,81.35
483,Nantes,44143,Rezé,12.8,5.6,23550.0,8.7,3115.8,14.3,119.3,0,0,123,5.249,15.3,7.614,30.283333333333335
484,Nantes,44150,Saint-Aignan-Grandlieu,11.9,3.8,25410.0,5.9,222.68,6.0,24.6,0,0,123,15.946,23.5833333333333,15.165,66.58333333333333
485,Nantes,44162,Saint-Herblain,13.1,5.4,23000.0,8.9,1651.23,13.9,115.8,0,0,123,10.239,23.5,9.795,45.06666666666667
486,Nantes,44166,Saint-Jean-de-Boiseau,12.2,4.4,24230.0,5.8,524.74,13.2,42.6,0,0,123,20.257,25.1833333333333,19.94,74.3
487,Nantes,44171,Saint-Léger-les-Vignes,11.9,4.4,25730.0,6.2,316.31,9.3,14.9,0,0,123,20.618,24.7,21.548,80.46666666666667
488,Nantes,44172,Sainte-Luce-sur-Loire,13.1,2.2,25940.0,7.7,1362.02,12.1,56.6,0,0,123,7.085,18.1333333333333,7.975,32.81666666666667
489,Nantes,44190,Saint-Sébastien-sur-Loire,13,3.9,25500.0,8.1,2417.35,13.7,52.8,0,0,123,5.791,14.2666666666667,7.142,33.13333333333333
490,Nantes,44194,Sautron,13,4.9,29660.0,5.5,492.02,10.8,43.2,0,0,123,13.2,23.75,12.191,51.65
491,Nantes,44198,Les Sorinières,12.9,3.9,25570.0,7.9,694.69,13.4,53.9,0,0,123,10.675,19.0,11.009,41.78333333333333
492,Nantes,44101,La Montagne,12.1,4.1,24140.0,5.6,1802.22,10.4,44.8,0,0,123,17.801,26.6166666666667,17.244,71.53333333333333
493,Nantes,44215,Vertou,13,4.0,27590.0,7.2,728.35,11.4,33.6,0,0,123,11.106,21.15,13.723,47.833333333333336
494,Nantes,44018,Bouaye,12.5,3.2,25390.0,6.2,590.14,12.6,31.6,0,0,123,16.507,25.1666666666667,18.748,65.7
495,Nantes,44204,Thouaré-sur-Loire,12.4,1.8,26560.0,7.6,842.42,12.7,34.2,0,0,123,13.276,22.5,11.822,44.63333333333333
496,Nice,6006,Aspremont,18.3,11.3,29450.0,5.8,244.68,10.3,10.6,0,0,345,12.509,24.5333333333333,18.792,69.75
497,Nice,6009,Bairols,13.4,3.4,,2.4,8.16,13.0,0.0,0,0,345,52.72,59.65,44.565,139.25
498,Nice,6011,Beaulieu-sur-Mer,24.5,7.1,23880.0,4.7,4217.78,11.2,25.3,0,0,345,9.155,24.4333333333333,7.846,28.583333333333332
499,Nice,6013,Belvédère,10.6,6.2,21380.0,3.8,8.32,10.3,72.4,0,0,345,57.815,69.6833333333333,53.954,126.75
500,Nice,6020,La Bollène-Vésubie,10.3,4.9,21550.0,5.4,17.58,14.9,38.4,0,0,345,54.52,66.65,49.126,114.66666666666667
501,Nice,6021,Bonson,13.4,7.8,24020.0,8.0,106.87,11.0,21.2,0,0,345,37.129,42.4,29.449,97.41666666666667
502,Nice,6025,Le Broc,11.7,10.9,25230.0,6.5,76.45,10.4,27.0,0,0,345,44.824,62.1,22.537,98.0
503,Nice,6027,Cagnes-sur-Mer,18.3,4.9,23940.0,6.6,2921.11,13.0,46.0,0,0,345,13.588,20.5333333333333,12.983,37.416666666666664
504,Nice,6032,Cap-d'Ail,27.8,7.7,26680.0,6.1,2254.0,9.3,35.0,0,0,345,19.489,26.7833333333333,15.165,53.38333333333333
505,Nice,6033,Carros,16.8,5.4,23480.0,7.6,879.27,10.6,45.6,0,0,345,25.043,32.2666666666667,20.871,91.98333333333333
506,Nice,6034,Castagniers,16,7.7,26050.0,5.7,224.93,9.8,24.4,0,0,345,16.374,30.6,17.523,62.53333333333333
507,Nice,6039,Châteauneuf-Villevieille,16,8.6,25730.0,6.3,115.6,10.2,16.3,0,0,345,21.645,33.9833333333333,24.35,138.05
508,Nice,6042,Clans,10.3,14.3,21960.0,5.2,17.8,8.8,49.3,0,0,345,52.418,58.3166666666667,48.958,155.53333333333333
509,Nice,6046,Colomars,18.8,5.3,28750.0,6.5,520.45,7.2,11.9,0,0,345,13.354,23.8,13.465,62.11666666666667
510,Nice,6054,Drap,16.1,9.5,21790.0,6.5,952.36,19.8,72.9,0,0,345,9.746,19.15,11.77,60.61666666666667
511,Nice,6055,Duranus,13.5,10.6,20110.0,5.1,9.75,2.9,0.0,0,0,345,31.47,52.65,,
512,Nice,6059,Èze,25.2,7.3,29970.0,5.5,230.42,7.4,26.6,0,0,345,11.907,26.0666666666667,18.822,58.93333333333333
513,Nice,6060,Falicon,18.3,4.3,32330.0,4.9,405.96,7.3,8.3,0,0,345,8.003,18.8166666666667,9.936,43.56666666666667
514,Nice,6064,Gattières,15.4,4.4,27110.0,6.6,428.7,8.0,17.8,0,0,345,25.018,31.8,28.554,91.36666666666666
515,Nice,6065,La Gaude,15.8,5.2,29390.0,5.8,544.5,8.5,17.7,0,0,345,21.291,33.1,21.284,81.11666666666666
516,Nice,6066,Gilette,13.4,8.0,24760.0,8.6,157.65,9.4,9.7,0,0,345,38.16,47.3666666666667,33.854,172.35
517,Nice,6072,Ilonse,10.3,3.0,,2.8,3.5,4.4,0.0,0,0,345,65.055,75.4833333333333,,
518,Nice,6073,Isola,10.6,1.7,21710.0,3.2,6.66,12.6,24.6,0,0,345,73.715,79.3,69.104,114.85
519,Nice,6074,Lantosque,10.3,19.3,21410.0,6.3,26.79,9.4,69.6,0,0,345,48.882,55.8666666666667,44.96,79.8
520,Nice,6075,Levens,14,7.2,25260.0,6.2,172.74,10.6,26.8,0,0,345,24.057,40.3166666666667,26.947,91.61666666666666
521,Nice,6080,Marie,13.4,6.6,,2.9,7.09,5.1,0.0,0,0,345,,,,
522,Nice,6088,Nice,18.1,13.7,21570.0,9.3,4841.24,13.9,82.5,1,0,345,0.0,0.0,,
523,Nice,6102,Rimplas,10.3,10.1,,3.0,5.32,9.2,134.6,0,0,345,63.694,72.2166666666667,54.004,142.16666666666666
524,Nice,6103,Roquebillière,10.6,8.2,21340.0,5.4,70.08,10.7,32.4,0,0,345,54.141,63.7833333333333,50.22,90.11666666666666
525,Nice,6109,La Roquette-sur-Var,13.4,11.6,23460.0,6.3,236.25,7.2,25.9,0,0,345,32.758,38.8333333333333,24.8,99.36666666666666
526,Nice,6110,Roubion,10.6,4.7,17360.0,4.3,4.25,13.2,0.0,0,0,345,71.201,84.55,,
527,Nice,6111,Roure,10.3,1.6,,2.7,2.8,9.9,0.0,0,0,345,68.914,82.5666666666667,59.95,174.75
528,Nice,6114,Saint-André-de-la-Roche,18.3,5.3,22450.0,7.6,1993.79,13.9,32.9,0,0,345,9.525,20.0333333333333,9.852,54.06666666666667
529,Nice,6117,Saint-Blaise,16,3.8,26960.0,5.9,170.88,13.4,0.0,0,0,345,18.537,33.3166666666667,23.867,69.93333333333334
530,Nice,6119,Saint-Dalmas-le-Selvage,10.3,5.0,,4.8,1.28,5.2,0.0,0,0,345,95.968,102.966666666667,90.799,159.76666666666668
531,Nice,6120,Saint-Étienne-de-Tinée,10.6,3.3,23970.0,3.9,7.72,12.4,0.0,0,0,345,88.295,92.5833333333333,85.407,129.85
532,Nice,6121,Saint-Jean-Cap-Ferrat,24.2,3.5,25340.0,5.7,588.4,10.0,11.5,0,0,345,10.005,27.4333333333333,13.778,56.71666666666667
533,Nice,6122,Saint-Jeannet,15.2,6.9,27840.0,6.2,294.73,12.5,22.9,0,0,345,28.575,38.15,32.249,101.53333333333333
534,Nice,6123,Saint-Laurent-du-Var,17.8,9.7,24360.0,6.4,3063.47,11.3,41.5,0,0,345,10.272,19.9166666666667,9.749,40.88333333333333
535,Nice,6126,Saint-Martin-du-Var,15.6,5.0,24210.0,7.8,602.68,13.2,26.0,0,0,345,25.288,30.35,22.02,59.88333333333333
536,Nice,6127,Saint-Martin-Vésubie,10.6,5.2,21270.0,4.8,14.26,11.9,41.1,0,0,345,63.341,77.7333333333333,60.473,106.4
537,Nice,6129,Saint-Sauveur-sur-Tinée,10.6,11.2,22120.0,5.0,9.32,13.4,0.0,0,0,345,59.481,64.7166666666667,54.867,100.13333333333334
538,Nice,6144,La Tour,10.3,9.6,21370.0,4.3,14.69,6.2,34.8,0,0,345,47.005,54.5166666666667,40.112,127.03333333333333
539,Nice,6146,Tournefort,10.3,11.8,24490.0,4.7,14.75,3.3,0.0,0,0,345,49.861,55.35,39.608,124.11666666666666
540,Nice,6147,Tourrette-Levens,15.6,11.2,26240.0,5.6,288.48,8.7,23.5,0,0,345,14.144,26.9666666666667,15.812,74.16666666666667
541,Nice,6149,La Trinité,16.2,6.3,22350.0,6.5,689.66,6.5,64.0,0,0,345,8.33,16.2166666666667,10.215,52.46666666666667
542,Nice,6151,Utelle,10.3,9.9,22120.0,4.5,12.41,13.6,29.8,0,0,345,48.756,60.4,40.577,129.06666666666666
543,Nice,6153,Valdeblore,10.6,8.7,20870.0,4.9,8.86,11.8,58.4,0,0,345,64.573,72.25,74.489,141.46666666666667
544,Nice,6156,Venanson,10.3,7.0,19100.0,4.3,10.28,15.5,0.0,0,0,345,68.033,85.3,63.513,147.93333333333334
545,Nice,6157,Vence,16.7,9.2,25120.0,5.5,495.28,13.6,40.0,0,0,345,22.542,32.6,22.278,61.5
546,Nice,6159,Villefranche-sur-Mer,23.1,5.4,26690.0,5.1,1018.16,9.6,40.3,0,0,345,6.95,22.0666666666667,6.031,27.6
547,Orléans,45043,Bou,11.2,6.6,27720.0,5.9,160.48,7.5,22.7,0,0,70,394.136,23.0,503.853,353.3333333333333
548,Orléans,45072,Chanteau,11.4,2.0,26530.0,6.4,56.44,5.6,24.9,0,0,70,10.125,17.05,21.561,80.28333333333333
549,Orléans,45034,Boigny-sur-Bionne,11.2,2.0,26860.0,5.3,279.2,5.0,22.5,0,0,70,9.541,16.1166666666667,10.247,45.766666666666666
550,Orléans,45100,Combleux,12.3,6.0,33190.0,6.4,454.55,6.0,0.0,0,0,70,595.88,16.0,,
551,Orléans,45147,Fleury-les-Aubrais,11.7,5.7,21170.0,7.3,2122.57,12.1,134.3,0,0,70,4.032,11.0,5.082,23.75
